filepath,native_language,split,source_file,word_index,duration,unit_type
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_17_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_17.wav,0,1.02,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_17_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_17.wav,1,0.32,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_17_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_17.wav,2,0.43,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_17_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_17.wav,3,0.22,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_17_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_17.wav,4,0.42,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_23_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_23.wav,0,0.69,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_23_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_23.wav,1,0.31,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_23_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_23.wav,2,0.3,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_23_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_23.wav,3,0.37,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_23_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_23.wav,4,0.53,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_23_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_23.wav,5,0.47,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_23_word06.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_23.wav,6,0.34,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_15_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (9)_15.wav,0,0.21,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_15_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (9)_15.wav,1,0.46,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_15_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (9)_15.wav,2,0.25,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_15_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (9)_15.wav,3,0.47,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_15_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (9)_15.wav,4,0.35,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_15_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (9)_15.wav,5,0.94,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_30_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_30.wav,0,0.26,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_30_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_30.wav,1,0.54,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_30_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_30.wav,2,0.4,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_30_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_30.wav,3,1.53,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_30_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_30.wav,4,0.37,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_15_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_15.wav,0,0.67,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_15_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_15.wav,1,0.52,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_15_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_15.wav,2,0.36,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_15_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_15.wav,3,0.95,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_15_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_15.wav,4,0.22,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5).wav,0,0.31,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5).wav,1,0.22,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5).wav,2,0.32,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5).wav,3,0.95,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5).wav,4,0.43,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5).wav,5,0.39,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_word06.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5).wav,6,1.1,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_27_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_27.wav,0,0.43,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_27_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_27.wav,1,1.11,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_27_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_27.wav,2,0.36,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_27_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_27.wav,3,1.42,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_3_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_3.wav,0,0.43,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_3_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_3.wav,1,0.39,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_3_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_3.wav,2,0.74,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_3_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_3.wav,3,0.41,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_3_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_3.wav,4,0.75,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_3_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_3.wav,0,0.56,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_3_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_3.wav,1,0.78,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_3_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_3.wav,2,0.39,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_3_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_3.wav,3,0.46,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_3_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_3.wav,4,0.3,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_3_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording_3.wav,5,0.44,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_20_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_20.wav,0,0.3,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_20_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_20.wav,1,0.36,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_20_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_20.wav,2,0.35,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_20_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_20.wav,3,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_20_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_20.wav,4,0.44,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_20_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_20.wav,5,0.32,word
word_level\jharkhand\Jharkhand_speaker_02_L2_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_02_L2.wav,0,0.37,word
word_level\jharkhand\Jharkhand_speaker_02_L2_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_02_L2.wav,1,0.37,word
word_level\jharkhand\Jharkhand_speaker_02_L2_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_02_L2.wav,2,3.15,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2).wav,0,0.53,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2).wav,1,0.48,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2).wav,2,0.22,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2).wav,3,0.4,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2).wav,4,0.81,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_28_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5)_28.wav,0,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_28_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5)_28.wav,1,0.85,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_28_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5)_28.wav,2,0.62,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_28_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5)_28.wav,3,0.29,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_28_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5)_28.wav,4,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_28_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (5)_28.wav,5,0.95,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_18_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_18.wav,0,0.94,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_18_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_18.wav,1,0.91,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_18_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_18.wav,2,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_18_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_18.wav,3,0.61,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_18_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_18.wav,4,0.6,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_18_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_18.wav,5,0.67,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_7_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_7.wav,0,0.27,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_7_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_7.wav,1,0.25,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_7_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_7.wav,2,0.33,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_7_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_7.wav,3,0.53,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_7_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_7.wav,4,0.27,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_7_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_7.wav,5,0.54,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_7_word06.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (2)_7.wav,6,0.51,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_14_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (8)_14.wav,0,0.25,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_14_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (8)_14.wav,1,0.23,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_14_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (8)_14.wav,2,1.39,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_14_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (8)_14.wav,3,1.48,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_19_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_19.wav,0,0.51,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_19_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_19.wav,1,1.09,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_19_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_19.wav,2,0.71,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_17_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_17.wav,0,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_17_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_17.wav,1,1.3,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_17_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_17.wav,2,0.29,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_17_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (3)_17.wav,3,1.15,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_31_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_31.wav,0,0.42,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_31_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_31.wav,1,1.63,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_31_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_31.wav,2,0.21,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_31_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_31.wav,3,0.91,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_16_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (6)_16.wav,0,0.34,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_16_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (6)_16.wav,1,0.6,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_16_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (6)_16.wav,2,0.7,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_16_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (6)_16.wav,3,0.21,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_16_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (6)_16.wav,4,0.95,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_16_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (6)_16.wav,5,0.73,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_24_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_24.wav,0,1.67,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_24_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_24.wav,1,0.45,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_24_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_24.wav,2,0.62,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_24_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_24.wav,3,0.42,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_24_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_24.wav,4,0.58,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_24_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_01_Recording (10)_24.wav,5,0.23,word
word_level\jharkhand\Jharkhand_speaker_02_L67_word00.wav,jharkhand,test,jharkhand\Jharkhand_speaker_02_L67.wav,0,3.65,word
word_level\jharkhand\Jharkhand_speaker_02_L67_word01.wav,jharkhand,test,jharkhand\Jharkhand_speaker_02_L67.wav,1,0.32,word
word_level\jharkhand\Jharkhand_speaker_02_L67_word02.wav,jharkhand,test,jharkhand\Jharkhand_speaker_02_L67.wav,2,0.22,word
word_level\jharkhand\Jharkhand_speaker_02_L67_word03.wav,jharkhand,test,jharkhand\Jharkhand_speaker_02_L67.wav,3,0.21,word
word_level\jharkhand\Jharkhand_speaker_02_L67_word04.wav,jharkhand,test,jharkhand\Jharkhand_speaker_02_L67.wav,4,0.21,word
word_level\jharkhand\Jharkhand_speaker_02_L67_word05.wav,jharkhand,test,jharkhand\Jharkhand_speaker_02_L67.wav,5,0.47,word
word_level\karnataka\Karnataka_speaker_02_1 (217)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (217).wav,0,0.24,word
word_level\karnataka\Karnataka_speaker_02_1 (217)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (217).wav,1,0.41,word
word_level\karnataka\Karnataka_speaker_02_1 (217)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (217).wav,2,1.64,word
word_level\karnataka\Karnataka_speaker_02_1 (217)_word03.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (217).wav,3,0.52,word
word_level\karnataka\Karnataka_speaker_02_1 (240)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (240).wav,0,0.7,word
word_level\karnataka\Karnataka_speaker_02_1 (240)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (240).wav,1,1.43,word
word_level\karnataka\Karnataka_speaker_02_1 (240)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (240).wav,2,0.41,word
word_level\karnataka\Karnataka_speaker_02_1 (259)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (259).wav,0,0.69,word
word_level\karnataka\Karnataka_speaker_02_1 (259)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (259).wav,1,0.44,word
word_level\karnataka\Karnataka_speaker_02_1 (259)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (259).wav,2,0.7,word
word_level\karnataka\Karnataka_speaker_02_1 (259)_word03.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (259).wav,3,0.52,word
word_level\karnataka\Karnataka_speaker_02_1 (386)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (386).wav,0,0.43,word
word_level\karnataka\Karnataka_speaker_02_1 (386)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (386).wav,1,1.75,word
word_level\karnataka\Karnataka_speaker_02_1 (386)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (386).wav,2,0.45,word
word_level\karnataka\Karnataka_speaker_02_1 (386)_word03.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (386).wav,3,0.62,word
word_level\karnataka\Karnataka_speaker_02_1 (321)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (321).wav,0,0.52,word
word_level\karnataka\Karnataka_speaker_02_1 (321)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (321).wav,1,0.32,word
word_level\karnataka\Karnataka_speaker_02_1 (321)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (321).wav,2,0.25,word
word_level\karnataka\Karnataka_speaker_02_1 (321)_word03.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (321).wav,3,1.88,word
word_level\karnataka\Karnataka_speaker_02_1 (361)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (361).wav,0,0.29,word
word_level\karnataka\Karnataka_speaker_02_1 (361)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (361).wav,1,1.24,word
word_level\karnataka\Karnataka_speaker_02_1 (361)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (361).wav,2,0.96,word
word_level\karnataka\Karnataka_speaker_02_1 (255)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (255).wav,0,1.01,word
word_level\karnataka\Karnataka_speaker_02_1 (255)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (255).wav,1,0.43,word
word_level\karnataka\Karnataka_speaker_02_1 (255)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (255).wav,2,0.29,word
word_level\karnataka\Karnataka_speaker_02_1 (255)_word03.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (255).wav,3,0.68,word
word_level\karnataka\Karnataka_speaker_02_1 (38)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (38).wav,0,1.76,word
word_level\karnataka\Karnataka_speaker_02_1 (38)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (38).wav,1,0.89,word
word_level\karnataka\Karnataka_speaker_02_1 (38)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (38).wav,2,0.47,word
word_level\karnataka\Karnataka_speaker_02_1 (257)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (257).wav,0,1.32,word
word_level\karnataka\Karnataka_speaker_02_1 (257)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (257).wav,1,0.65,word
word_level\karnataka\Karnataka_speaker_02_1 (257)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (257).wav,2,0.45,word
word_level\karnataka\Karnataka_speaker_02_1 (196)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (196).wav,0,0.23,word
word_level\karnataka\Karnataka_speaker_02_1 (196)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (196).wav,1,0.28,word
word_level\karnataka\Karnataka_speaker_02_1 (196)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (196).wav,2,2.18,word
word_level\karnataka\Karnataka_speaker_02_1 (384)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (384).wav,0,0.25,word
word_level\karnataka\Karnataka_speaker_02_1 (384)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (384).wav,1,0.93,word
word_level\karnataka\Karnataka_speaker_02_1 (384)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (384).wav,2,0.88,word
word_level\karnataka\Karnataka_speaker_02_1 (384)_word03.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (384).wav,3,0.34,word
word_level\karnataka\Karnataka_speaker_02_1 (208)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (208).wav,0,0.26,word
word_level\karnataka\Karnataka_speaker_02_1 (208)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (208).wav,1,0.48,word
word_level\karnataka\Karnataka_speaker_02_1 (208)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (208).wav,2,0.57,word
word_level\karnataka\Karnataka_speaker_02_1 (208)_word03.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (208).wav,3,1.06,word
word_level\karnataka\Karnataka_speaker_02_1 (208)_word04.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (208).wav,4,0.51,word
word_level\karnataka\Karnataka_speaker_02_1 (393)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (393).wav,0,1.77,word
word_level\karnataka\Karnataka_speaker_02_1 (393)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (393).wav,1,0.63,word
word_level\karnataka\Karnataka_speaker_02_1 (393)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (393).wav,2,0.53,word
word_level\karnataka\Karnataka_speaker_02_1 (12)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (12).wav,0,1.79,word
word_level\karnataka\Karnataka_speaker_02_1 (12)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (12).wav,1,0.3,word
word_level\karnataka\Karnataka_speaker_02_1 (12)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (12).wav,2,0.25,word
word_level\karnataka\Karnataka_speaker_02_1 (146)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (146).wav,0,0.43,word
word_level\karnataka\Karnataka_speaker_02_1 (146)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (146).wav,1,0.68,word
word_level\karnataka\Karnataka_speaker_02_1 (146)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (146).wav,2,0.68,word
word_level\karnataka\Karnataka_speaker_02_1 (146)_word03.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (146).wav,3,0.39,word
word_level\karnataka\Karnataka_speaker_02_1 (146)_word04.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (146).wav,4,0.79,word
word_level\karnataka\Karnataka_speaker_02_1 (401)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (401).wav,0,1.37,word
word_level\karnataka\Karnataka_speaker_02_1 (401)_word01.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (401).wav,1,0.85,word
word_level\karnataka\Karnataka_speaker_02_1 (401)_word02.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (401).wav,2,0.62,word
word_level\karnataka\Karnataka_speaker_02_1 (362)_word00.wav,karnataka,test,karnataka\Karnataka_speaker_02_1 (362).wav,0,0.4,word
