filepath,filename,speaker_id,native_language,age_group,utterance_type,text,sampling_rate,split,duration
kerala\Kerala_speaker_01_8_7.wav,Kerala_speaker_01_8_7.wav,kerala_spk_0213,kerala,adult,read,,48000,train,3.264
kerala\Kerala_speaker_01_8_8.wav,Kerala_speaker_01_8_8.wav,kerala_spk_0214,kerala,adult,read,,48000,train,3.52
kerala\Kerala_speaker_01_8_9.wav,Kerala_speaker_01_8_9.wav,kerala_spk_0215,kerala,adult,read,,48000,train,2.965333333333333
kerala\Kerala_speaker_01_9.wav,Kerala_speaker_01_9.wav,kerala_spk_0216,kerala,adult,read,,48000,train,3.7333333333333334
kerala\Kerala_speaker_01_9_1.wav,Kerala_speaker_01_9_1.wav,kerala_spk_0217,kerala,adult,read,,48000,train,2.5813333333333333
kerala\Kerala_speaker_01_9_10.wav,Kerala_speaker_01_9_10.wav,kerala_spk_0218,kerala,adult,read,,48000,train,3.456
kerala\Kerala_speaker_01_9_11.wav,Kerala_speaker_01_9_11.wav,kerala_spk_0219,kerala,adult,read,,48000,train,3.8613333333333335
kerala\Kerala_speaker_01_9_12.wav,Kerala_speaker_01_9_12.wav,kerala_spk_0220,kerala,adult,read,,48000,train,2.816
kerala\Kerala_speaker_01_9_13.wav,Kerala_speaker_01_9_13.wav,kerala_spk_0221,kerala,adult,read,,48000,train,3.3706666666666667
kerala\Kerala_speaker_01_9_14.wav,Kerala_speaker_01_9_14.wav,kerala_spk_0222,kerala,adult,read,,48000,train,3.6266666666666665
kerala\Kerala_speaker_01_9_15.wav,Kerala_speaker_01_9_15.wav,kerala_spk_0223,kerala,adult,read,,48000,train,3.584
kerala\Kerala_speaker_01_9_16.wav,Kerala_speaker_01_9_16.wav,kerala_spk_0224,kerala,adult,read,,48000,train,2.56
kerala\Kerala_speaker_01_9_17.wav,Kerala_speaker_01_9_17.wav,kerala_spk_0225,kerala,adult,read,,48000,train,4.245333333333333
kerala\Kerala_speaker_01_9_18.wav,Kerala_speaker_01_9_18.wav,kerala_spk_0226,kerala,adult,read,,48000,train,3.072
kerala\Kerala_speaker_01_9_19.wav,Kerala_speaker_01_9_19.wav,kerala_spk_0227,kerala,adult,read,,48000,train,3.7333333333333334
kerala\Kerala_speaker_01_9_2.wav,Kerala_speaker_01_9_2.wav,kerala_spk_0228,kerala,adult,read,,48000,train,3.3493333333333335
kerala\Kerala_speaker_01_9_20.wav,Kerala_speaker_01_9_20.wav,kerala_spk_0229,kerala,adult,read,,48000,train,4.565333333333333
kerala\Kerala_speaker_01_9_21.wav,Kerala_speaker_01_9_21.wav,kerala_spk_0230,kerala,adult,read,,48000,train,3.84
kerala\Kerala_speaker_01_9_22.wav,Kerala_speaker_01_9_22.wav,kerala_spk_0231,kerala,adult,read,,48000,train,3.2426666666666666
kerala\Kerala_speaker_01_9_23.wav,Kerala_speaker_01_9_23.wav,kerala_spk_0232,kerala,adult,read,,48000,train,4.010666666666666
kerala\Kerala_speaker_01_9_3.wav,Kerala_speaker_01_9_3.wav,kerala_spk_0233,kerala,adult,read,,48000,train,3.264
kerala\Kerala_speaker_01_9_4.wav,Kerala_speaker_01_9_4.wav,kerala_spk_0234,kerala,adult,read,,48000,train,3.1786666666666665
kerala\Kerala_speaker_01_9_5.wav,Kerala_speaker_01_9_5.wav,kerala_spk_0235,kerala,adult,read,,48000,train,3.3066666666666666
kerala\Kerala_speaker_01_9_6.wav,Kerala_speaker_01_9_6.wav,kerala_spk_0236,kerala,adult,read,,48000,train,3.6053333333333333
kerala\Kerala_speaker_01_9_7.wav,Kerala_speaker_01_9_7.wav,kerala_spk_0237,kerala,adult,read,,48000,train,4.8213333333333335
kerala\Kerala_speaker_01_9_8.wav,Kerala_speaker_01_9_8.wav,kerala_spk_0238,kerala,adult,read,,48000,train,2.56
kerala\Kerala_speaker_01_9_9.wav,Kerala_speaker_01_9_9.wav,kerala_spk_0239,kerala,adult,read,,48000,train,3.712
kerala\Kerala_speaker_03_malayalam_s01_000.wav,Kerala_speaker_03_malayalam_s01_000.wav,kerala_spk_0240,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_001.wav,Kerala_speaker_03_malayalam_s01_001.wav,kerala_spk_0241,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_002.wav,Kerala_speaker_03_malayalam_s01_002.wav,kerala_spk_0242,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_003.wav,Kerala_speaker_03_malayalam_s01_003.wav,kerala_spk_0243,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_004.wav,Kerala_speaker_03_malayalam_s01_004.wav,kerala_spk_0244,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_005.wav,Kerala_speaker_03_malayalam_s01_005.wav,kerala_spk_0245,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_006.wav,Kerala_speaker_03_malayalam_s01_006.wav,kerala_spk_0246,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_007.wav,Kerala_speaker_03_malayalam_s01_007.wav,kerala_spk_0247,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_008.wav,Kerala_speaker_03_malayalam_s01_008.wav,kerala_spk_0248,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_009.wav,Kerala_speaker_03_malayalam_s01_009.wav,kerala_spk_0249,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_010.wav,Kerala_speaker_03_malayalam_s01_010.wav,kerala_spk_0250,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_011.wav,Kerala_speaker_03_malayalam_s01_011.wav,kerala_spk_0251,kerala,adult,read,,48000,train,6.0
kerala\Kerala_speaker_03_malayalam_s01_012.wav,Kerala_speaker_03_malayalam_s01_012.wav,kerala_spk_0252,kerala,adult,read,,48000,train,4.0
kerala\Kerala_speaker_03_malayalam_s01_013.wav,Kerala_speaker_03_malayalam_s01_013.wav,kerala_spk_0253,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_014.wav,Kerala_speaker_03_malayalam_s01_014.wav,kerala_spk_0254,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_015.wav,Kerala_speaker_03_malayalam_s01_015.wav,kerala_spk_0255,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_016.wav,Kerala_speaker_03_malayalam_s01_016.wav,kerala_spk_0256,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_017.wav,Kerala_speaker_03_malayalam_s01_017.wav,kerala_spk_0257,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_018.wav,Kerala_speaker_03_malayalam_s01_018.wav,kerala_spk_0258,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_019.wav,Kerala_speaker_03_malayalam_s01_019.wav,kerala_spk_0259,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_020.wav,Kerala_speaker_03_malayalam_s01_020.wav,kerala_spk_0260,kerala,adult,read,,48000,train,5.6
kerala\Kerala_speaker_03_malayalam_s01_021.wav,Kerala_speaker_03_malayalam_s01_021.wav,kerala_spk_0261,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_022.wav,Kerala_speaker_03_malayalam_s01_022.wav,kerala_spk_0262,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_023.wav,Kerala_speaker_03_malayalam_s01_023.wav,kerala_spk_0263,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_024.wav,Kerala_speaker_03_malayalam_s01_024.wav,kerala_spk_0264,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_025.wav,Kerala_speaker_03_malayalam_s01_025.wav,kerala_spk_0265,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_026.wav,Kerala_speaker_03_malayalam_s01_026.wav,kerala_spk_0266,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_027.wav,Kerala_speaker_03_malayalam_s01_027.wav,kerala_spk_0267,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_028.wav,Kerala_speaker_03_malayalam_s01_028.wav,kerala_spk_0268,kerala,adult,read,,48000,train,5.8
kerala\Kerala_speaker_03_malayalam_s01_029.wav,Kerala_speaker_03_malayalam_s01_029.wav,kerala_spk_0269,kerala,adult,read,,48000,train,9.2
kerala\Kerala_speaker_03_malayalam_s01_030.wav,Kerala_speaker_03_malayalam_s01_030.wav,kerala_spk_0270,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_031.wav,Kerala_speaker_03_malayalam_s01_031.wav,kerala_spk_0271,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_032.wav,Kerala_speaker_03_malayalam_s01_032.wav,kerala_spk_0272,kerala,adult,read,,48000,train,5.6
kerala\Kerala_speaker_03_malayalam_s01_033.wav,Kerala_speaker_03_malayalam_s01_033.wav,kerala_spk_0273,kerala,adult,read,,48000,train,4.4
kerala\Kerala_speaker_03_malayalam_s01_034.wav,Kerala_speaker_03_malayalam_s01_034.wav,kerala_spk_0274,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_035.wav,Kerala_speaker_03_malayalam_s01_035.wav,kerala_spk_0275,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_036.wav,Kerala_speaker_03_malayalam_s01_036.wav,kerala_spk_0276,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_037.wav,Kerala_speaker_03_malayalam_s01_037.wav,kerala_spk_0277,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_038.wav,Kerala_speaker_03_malayalam_s01_038.wav,kerala_spk_0278,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_039.wav,Kerala_speaker_03_malayalam_s01_039.wav,kerala_spk_0279,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_040.wav,Kerala_speaker_03_malayalam_s01_040.wav,kerala_spk_0280,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_041.wav,Kerala_speaker_03_malayalam_s01_041.wav,kerala_spk_0281,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_042.wav,Kerala_speaker_03_malayalam_s01_042.wav,kerala_spk_0282,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_043.wav,Kerala_speaker_03_malayalam_s01_043.wav,kerala_spk_0283,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_044.wav,Kerala_speaker_03_malayalam_s01_044.wav,kerala_spk_0284,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_045.wav,Kerala_speaker_03_malayalam_s01_045.wav,kerala_spk_0285,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_046.wav,Kerala_speaker_03_malayalam_s01_046.wav,kerala_spk_0286,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_047.wav,Kerala_speaker_03_malayalam_s01_047.wav,kerala_spk_0287,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_048.wav,Kerala_speaker_03_malayalam_s01_048.wav,kerala_spk_0288,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_049.wav,Kerala_speaker_03_malayalam_s01_049.wav,kerala_spk_0289,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_050.wav,Kerala_speaker_03_malayalam_s01_050.wav,kerala_spk_0290,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_051.wav,Kerala_speaker_03_malayalam_s01_051.wav,kerala_spk_0291,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_052.wav,Kerala_speaker_03_malayalam_s01_052.wav,kerala_spk_0292,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_053.wav,Kerala_speaker_03_malayalam_s01_053.wav,kerala_spk_0293,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_054.wav,Kerala_speaker_03_malayalam_s01_054.wav,kerala_spk_0294,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_055.wav,Kerala_speaker_03_malayalam_s01_055.wav,kerala_spk_0295,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_056.wav,Kerala_speaker_03_malayalam_s01_056.wav,kerala_spk_0296,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_057.wav,Kerala_speaker_03_malayalam_s01_057.wav,kerala_spk_0297,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_058.wav,Kerala_speaker_03_malayalam_s01_058.wav,kerala_spk_0298,kerala,adult,read,,48000,train,4.4
kerala\Kerala_speaker_03_malayalam_s01_059.wav,Kerala_speaker_03_malayalam_s01_059.wav,kerala_spk_0299,kerala,adult,read,,48000,train,22.6
kerala\Kerala_speaker_03_malayalam_s01_060.wav,Kerala_speaker_03_malayalam_s01_060.wav,kerala_spk_0300,kerala,adult,read,,48000,train,5.6
kerala\Kerala_speaker_03_malayalam_s01_061.wav,Kerala_speaker_03_malayalam_s01_061.wav,kerala_spk_0301,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_062.wav,Kerala_speaker_03_malayalam_s01_062.wav,kerala_spk_0302,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_063.wav,Kerala_speaker_03_malayalam_s01_063.wav,kerala_spk_0303,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_064.wav,Kerala_speaker_03_malayalam_s01_064.wav,kerala_spk_0304,kerala,adult,read,,48000,train,5.8
kerala\Kerala_speaker_03_malayalam_s01_065.wav,Kerala_speaker_03_malayalam_s01_065.wav,kerala_spk_0305,kerala,adult,read,,48000,train,4.2
kerala\Kerala_speaker_03_malayalam_s01_066.wav,Kerala_speaker_03_malayalam_s01_066.wav,kerala_spk_0306,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_067.wav,Kerala_speaker_03_malayalam_s01_067.wav,kerala_spk_0307,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_068.wav,Kerala_speaker_03_malayalam_s01_068.wav,kerala_spk_0308,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_069.wav,Kerala_speaker_03_malayalam_s01_069.wav,kerala_spk_0309,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_070.wav,Kerala_speaker_03_malayalam_s01_070.wav,kerala_spk_0310,kerala,adult,read,,48000,train,5.6
kerala\Kerala_speaker_03_malayalam_s01_071.wav,Kerala_speaker_03_malayalam_s01_071.wav,kerala_spk_0311,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_072.wav,Kerala_speaker_03_malayalam_s01_072.wav,kerala_spk_0312,kerala,adult,read,,48000,train,5.6
kerala\Kerala_speaker_03_malayalam_s01_073.wav,Kerala_speaker_03_malayalam_s01_073.wav,kerala_spk_0313,kerala,adult,read,,48000,train,4.2
kerala\Kerala_speaker_03_malayalam_s01_074.wav,Kerala_speaker_03_malayalam_s01_074.wav,kerala_spk_0314,kerala,adult,read,,48000,train,5.8
kerala\Kerala_speaker_03_malayalam_s01_075.wav,Kerala_speaker_03_malayalam_s01_075.wav,kerala_spk_0315,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_076.wav,Kerala_speaker_03_malayalam_s01_076.wav,kerala_spk_0316,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_077.wav,Kerala_speaker_03_malayalam_s01_077.wav,kerala_spk_0317,kerala,adult,read,,48000,train,5.6
kerala\Kerala_speaker_03_malayalam_s01_078.wav,Kerala_speaker_03_malayalam_s01_078.wav,kerala_spk_0318,kerala,adult,read,,48000,train,4.2
kerala\Kerala_speaker_03_malayalam_s01_079.wav,Kerala_speaker_03_malayalam_s01_079.wav,kerala_spk_0319,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_080.wav,Kerala_speaker_03_malayalam_s01_080.wav,kerala_spk_0320,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_081.wav,Kerala_speaker_03_malayalam_s01_081.wav,kerala_spk_0321,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_082.wav,Kerala_speaker_03_malayalam_s01_082.wav,kerala_spk_0322,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_083.wav,Kerala_speaker_03_malayalam_s01_083.wav,kerala_spk_0323,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_084.wav,Kerala_speaker_03_malayalam_s01_084.wav,kerala_spk_0324,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_085.wav,Kerala_speaker_03_malayalam_s01_085.wav,kerala_spk_0325,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_086.wav,Kerala_speaker_03_malayalam_s01_086.wav,kerala_spk_0326,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_087.wav,Kerala_speaker_03_malayalam_s01_087.wav,kerala_spk_0327,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_088.wav,Kerala_speaker_03_malayalam_s01_088.wav,kerala_spk_0328,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_089.wav,Kerala_speaker_03_malayalam_s01_089.wav,kerala_spk_0329,kerala,adult,read,,48000,train,14.0
kerala\Kerala_speaker_03_malayalam_s01_090.wav,Kerala_speaker_03_malayalam_s01_090.wav,kerala_spk_0330,kerala,adult,read,,48000,train,4.2
kerala\Kerala_speaker_03_malayalam_s01_091.wav,Kerala_speaker_03_malayalam_s01_091.wav,kerala_spk_0331,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_092.wav,Kerala_speaker_03_malayalam_s01_092.wav,kerala_spk_0332,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_093.wav,Kerala_speaker_03_malayalam_s01_093.wav,kerala_spk_0333,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_094.wav,Kerala_speaker_03_malayalam_s01_094.wav,kerala_spk_0334,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_095.wav,Kerala_speaker_03_malayalam_s01_095.wav,kerala_spk_0335,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_096.wav,Kerala_speaker_03_malayalam_s01_096.wav,kerala_spk_0336,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_097.wav,Kerala_speaker_03_malayalam_s01_097.wav,kerala_spk_0337,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_098.wav,Kerala_speaker_03_malayalam_s01_098.wav,kerala_spk_0338,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_099.wav,Kerala_speaker_03_malayalam_s01_099.wav,kerala_spk_0339,kerala,adult,read,,48000,train,9.8
kerala\Kerala_speaker_03_malayalam_s01_100.wav,Kerala_speaker_03_malayalam_s01_100.wav,kerala_spk_0340,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_101.wav,Kerala_speaker_03_malayalam_s01_101.wav,kerala_spk_0341,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_102.wav,Kerala_speaker_03_malayalam_s01_102.wav,kerala_spk_0342,kerala,adult,read,,48000,train,4.4
kerala\Kerala_speaker_03_malayalam_s01_103.wav,Kerala_speaker_03_malayalam_s01_103.wav,kerala_spk_0343,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_104.wav,Kerala_speaker_03_malayalam_s01_104.wav,kerala_spk_0344,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_105.wav,Kerala_speaker_03_malayalam_s01_105.wav,kerala_spk_0345,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_106.wav,Kerala_speaker_03_malayalam_s01_106.wav,kerala_spk_0346,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_107.wav,Kerala_speaker_03_malayalam_s01_107.wav,kerala_spk_0347,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_108.wav,Kerala_speaker_03_malayalam_s01_108.wav,kerala_spk_0348,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_109.wav,Kerala_speaker_03_malayalam_s01_109.wav,kerala_spk_0349,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_110.wav,Kerala_speaker_03_malayalam_s01_110.wav,kerala_spk_0350,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_111.wav,Kerala_speaker_03_malayalam_s01_111.wav,kerala_spk_0351,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_112.wav,Kerala_speaker_03_malayalam_s01_112.wav,kerala_spk_0352,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_113.wav,Kerala_speaker_03_malayalam_s01_113.wav,kerala_spk_0353,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_114.wav,Kerala_speaker_03_malayalam_s01_114.wav,kerala_spk_0354,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_115.wav,Kerala_speaker_03_malayalam_s01_115.wav,kerala_spk_0355,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_116.wav,Kerala_speaker_03_malayalam_s01_116.wav,kerala_spk_0356,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_117.wav,Kerala_speaker_03_malayalam_s01_117.wav,kerala_spk_0357,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_118.wav,Kerala_speaker_03_malayalam_s01_118.wav,kerala_spk_0358,kerala,adult,read,,48000,train,12.0
kerala\Kerala_speaker_03_malayalam_s01_119.wav,Kerala_speaker_03_malayalam_s01_119.wav,kerala_spk_0359,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_120.wav,Kerala_speaker_03_malayalam_s01_120.wav,kerala_spk_0360,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_121.wav,Kerala_speaker_03_malayalam_s01_121.wav,kerala_spk_0361,kerala,adult,read,,48000,train,4.2
kerala\Kerala_speaker_03_malayalam_s01_122.wav,Kerala_speaker_03_malayalam_s01_122.wav,kerala_spk_0362,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_123.wav,Kerala_speaker_03_malayalam_s01_123.wav,kerala_spk_0363,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_124.wav,Kerala_speaker_03_malayalam_s01_124.wav,kerala_spk_0364,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_125.wav,Kerala_speaker_03_malayalam_s01_125.wav,kerala_spk_0365,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_126.wav,Kerala_speaker_03_malayalam_s01_126.wav,kerala_spk_0366,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_127.wav,Kerala_speaker_03_malayalam_s01_127.wav,kerala_spk_0367,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_128.wav,Kerala_speaker_03_malayalam_s01_128.wav,kerala_spk_0368,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_129.wav,Kerala_speaker_03_malayalam_s01_129.wav,kerala_spk_0369,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_130.wav,Kerala_speaker_03_malayalam_s01_130.wav,kerala_spk_0370,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_131.wav,Kerala_speaker_03_malayalam_s01_131.wav,kerala_spk_0371,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_132.wav,Kerala_speaker_03_malayalam_s01_132.wav,kerala_spk_0372,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_133.wav,Kerala_speaker_03_malayalam_s01_133.wav,kerala_spk_0373,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_134.wav,Kerala_speaker_03_malayalam_s01_134.wav,kerala_spk_0374,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_135.wav,Kerala_speaker_03_malayalam_s01_135.wav,kerala_spk_0375,kerala,adult,read,,48000,train,5.2
kerala\Kerala_speaker_03_malayalam_s01_136.wav,Kerala_speaker_03_malayalam_s01_136.wav,kerala_spk_0376,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_137.wav,Kerala_speaker_03_malayalam_s01_137.wav,kerala_spk_0377,kerala,adult,read,,48000,train,5.6
kerala\Kerala_speaker_03_malayalam_s01_138.wav,Kerala_speaker_03_malayalam_s01_138.wav,kerala_spk_0378,kerala,adult,read,,48000,train,4.4
kerala\Kerala_speaker_03_malayalam_s01_139.wav,Kerala_speaker_03_malayalam_s01_139.wav,kerala_spk_0379,kerala,adult,read,,48000,train,5.6
kerala\Kerala_speaker_03_malayalam_s01_140.wav,Kerala_speaker_03_malayalam_s01_140.wav,kerala_spk_0380,kerala,adult,read,,48000,train,5.0
kerala\Kerala_speaker_03_malayalam_s01_141.wav,Kerala_speaker_03_malayalam_s01_141.wav,kerala_spk_0381,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_142.wav,Kerala_speaker_03_malayalam_s01_142.wav,kerala_spk_0382,kerala,adult,read,,48000,train,4.8
kerala\Kerala_speaker_03_malayalam_s01_143.wav,Kerala_speaker_03_malayalam_s01_143.wav,kerala_spk_0383,kerala,adult,read,,48000,train,5.6
kerala\Kerala_speaker_03_malayalam_s01_144.wav,Kerala_speaker_03_malayalam_s01_144.wav,kerala_spk_0384,kerala,adult,read,,48000,train,4.4
kerala\Kerala_speaker_03_malayalam_s01_145.wav,Kerala_speaker_03_malayalam_s01_145.wav,kerala_spk_0385,kerala,adult,read,,48000,train,5.4
kerala\Kerala_speaker_03_malayalam_s01_146.wav,Kerala_speaker_03_malayalam_s01_146.wav,kerala_spk_0386,kerala,adult,read,,48000,train,4.6
kerala\Kerala_speaker_03_malayalam_s01_147.wav,Kerala_speaker_03_malayalam_s01_147.wav,kerala_spk_0387,kerala,adult,read,,48000,train,5.0
